Home,Road,line,linesag,linepz,lineARGH,linekamb,lineavg,linematt,linepig,linens,linecpa,linemass,linemore,linebemiss,linecpar,linepyth,lineelo,lineeff,linehank,linel2,linegabrielle,linel1,linel2h,linefox,lineca,linebihl,linegrid,linesage,linesagp,linejfm,lineimes,lineopen,linestr,lineself,linefly,linegrn,linecoff,linensr,lineesp,lineadler,linetsr,linelog,linevia,linebenson,linemed,lineglenn,linedudley,lineash,lineburl,linestd,vscore,hscore,week,difference
Buffalo,St. Louis,-1,3.3,4,2,4,2.82,3.68,1,5.5,9.13,2.21,0.32,0.7,7.92,1.5,6.75,2.82,1,6.91,1.73,0.11,12.58,2,0,6.44,1,3.18,3.42,3.25,2,-1,4.48,3.27,-3,4.82,3.24,4.4,1.7,-1.64,7.5,3.89,-2.35,1,2.1,1,11,2,0.25,2.7332764568,17,37,11,20
Carolina,Arizona,2.5,-0.1,-3.97,0.25,0.49,0.94,-3.16,4,0.2,3.62,4.06,-0.73,-5.3,3.95,-0.63,0.21,0.88,1,0.89,0.35,1.91,-2.05,5,2.5,2.69,5,-0.5,0.19,2.6,-2.1,3,1.93,0.72,3,-0.18,-0.19,6.8,-2.2,-3.9,0.8,-0.63,4.07,6,0.84,1,-9,7,5,2.6239237332,10,35,11,25
Chicago,Indianapolis,-8.5,-3.53,-6.16,-5,-0.89,-4.12,-5.89,-7,-12,-1.47,-3.71,-1.95,-7.3,2.82,-2.84,-1.31,-0.3,-5,-7.2,-2.71,-11.39,-10.93,-8,-7.5,-5.31,-7,-2.2,-6.1,-6.42,-1.5,-7.5,-6.83,-1.71,-10,-4.23,-3.66,-18.1,-2.3,-7.33,-8.1,-5.08,-6.83,-2,-4.61,-4,15,-3,-6,3.8708356167,41,10,11,-31
Cincinnati,Pittsburgh,-4.5,-5.43,-12.8,-7,-2.03,-6.28,-9.32,-2,-6.7,-0.78,-5.16,-6.67,-11.3,-1.18,-5.03,-6.78,-1.46,-5,-6.22,-4.56,-5.99,-2.56,-5,-4.5,-7.23,-5,-9.33,-3.86,-6.89,-5.2,-5.5,-6.2,-4.35,-21,-7.17,-7.01,-12.3,-7.5,-13.1,-6.5,-2,-1.84,-8,-6.1,-10,-8,-1,-4,4.0425611397,19,14,11,-5
Cleveland,N.Y. Jets,0,0.41,-8.13,-2,-2.06,-1.47,1.07,-2,-7.3,1.94,-2.08,-2.55,-7.6,4.44,-4.21,-0.69,-1.03,1,-1.58,-1.49,-3.99,-1.94,-6,0,0.66,0.25,1.47,-0.65,-2.46,0.25,1.5,-3.32,1.77,-5,-1.08,-2.25,-11.1,0.2,-4.15,-1.9,0.71,-1.65,-1,-1.53,-3,2,-1,-3,3.1589646966,10,7,11,-3
Houston,Green Bay,-3,1.06,-5.04,0.25,1.53,-1.63,0.29,-4,-10,1.93,-0.92,-0.42,-1.4,7.47,-2.26,-0.44,-0.45,-3,-0.96,0.56,-1.59,0.76,-7,-3,0.28,1,2.77,-0.73,-2.85,1.3,-3,-3.92,2.53,-5,0.81,-0.37,-5.6,-2.1,0.49,-1.4,0.41,-2.17,-7,-0.94,-9,-13,-2,-8,3.2631467489,16,13,11,-3
Jacksonville,Tennessee,3,8.31,4.92,6,3.99,6.01,9.44,5,4.2,8.33,3.72,4.92,2,12.81,4.5,6.02,3.58,6,6.84,7.33,9.51,1.25,4,3.5,8.38,4,9.18,7.59,5.31,8,3,6.9,6.99,6,5.18,8.02,11.8,7.6,13.42,6,11.8,3.12,5,6,6,-1,3,3,2.5987591007,18,15,11,-3
Kansas City,New England,-3,-8.57,-3.97,-9,3.6,-5.04,-11.38,-3,-10.2,1.77,-4.71,-7.25,-6.6,-0.54,-3.06,-5.46,-1.4,-3,-6.08,-5.05,-11.99,-6.78,-5,-3,-5.46,-1,-10.01,-7.43,-4.86,-4.7,-3,-2.1,-4.95,-7,-7.6,-7.41,-32.2,-4.5,-15.62,-5.8,-2,-4,-3,-4.98,-6,-7,1,-2,6.0082556051,27,19,11,-8
Minnesota,Detroit,7.5,5.72,7.19,6,9.74,7.46,4.86,11,8.6,11.17,7.86,5.87,5,8.3,7.25,7.42,5.65,7,7.24,5.64,9.61,2.67,10,7.5,7.66,5,3.85,7.68,8.96,3,8.5,9.55,4.42,19,5.4,6.16,2.4,7.7,5,8,3.3,8.18,9,7.34,11,-1,7,13,2.9962778993,19,22,11,3
N.Y. Giants,Atlanta,-3,2.92,-4.01,2,-2.1,1.88,3.17,1,-8,3.61,1.61,-0.7,1.7,-0.04,5,2.72,4.03,-2,3.33,1.94,-0.39,-1.28,1,-2,8.26,2,1.63,4.14,-1.9,-0.5,0,3.67,2.6,2,3.09,0.97,-24.6,-0.1,-3.48,6.4,-2.15,1.56,3,2,3,9,3,2,5.4862371882,14,10,11,-4
New Orleans,Denver,-4.5,-4.42,-5.48,-5,-5,-5.01,-6.21,-2,-2.5,-3.74,-3.14,-3.02,-7.3,1.32,-6.07,-2.64,-2.41,-4,-12.03,-3.07,-10.39,-12.01,-2,-4.5,-7.98,-3,-2.52,-7.43,-3.48,-1.8,-5.5,-3.88,-1.92,-23,-5.89,-3.86,-5.3,-1.8,-6.51,-9.6,-9.6,-2.51,-7,-3.94,-6,-3,-1,-7,3.9555386466,34,13,11,-21
Oakland,San Diego,-4,-5.92,-14.75,-7,-5.12,-8.09,-7.04,-7,-15.9,-7,-3.9,-10.28,-18.9,1.33,-10.97,-8.92,-6.42,-6,-12.47,-5.65,-16.89,-10.92,-11,-4.5,-10.66,-2,-2.71,-10.54,-10.88,-3.7,-4,-14.15,-2.25,-7,-8.92,-7.04,-19.1,-7.9,-8.28,-13.3,-3.07,-2.16,-3,-7.04,-13,-15,-3,-13,4.4285830597,23,17,11,-6
Philadelphia,Washington,10.5,15.4,7.99,12,5.76,13.23,18.2,15,17.8,11.71,14.57,12.72,10.1,11.82,13.86,15.19,8.92,11,16.69,13.1,17.51,20.77,15,11,18.24,12,17.13,14.01,15.9,8.8,11,15.21,11.86,12,14.46,15.14,33.5,11.9,21.54,16.1,2,10.55,16,13.48,13,3,9,15,4.7553908006,6,28,11,22
Seattle,Miami,9.5,8.54,19.27,8,9.28,9.02,6.59,10,6.9,11.81,7.03,7.01,9.6,11.64,13.75,5.09,8.71,10,8.44,9.43,10.91,13.03,10,9.5,9.03,10,8.5,9.17,10.34,4.6,10,8.89,6.35,16,5.34,8.55,9.9,6.9,12.37,6.7,10.26,7.81,9,9.02,10,-2,7,10,3.035612052,17,24,11,7
Tampa Bay,San Francisco,7.5,7.82,11.89,8,7.47,9.48,12.18,12,12.3,13.87,8.95,8.49,9.6,12.75,7.69,12.6,6,8,11.01,6.94,10.41,16.99,9,7.5,11.04,8,8.89,7.09,11.34,8.4,7,10.33,6.67,11,8.32,10.18,11.4,10,9.18,10,12,7.07,9,9,15,4,8,14,2.0887402866,3,35,11,32
Arizona,N.Y. Jets,-3,-4.72,-6.48,-5,-3.83,-4.48,-4.75,-4,-6,-2.01,-5.15,-2.7,-6.1,-0.22,-4.3,-5.65,-1.18,-2,-8.24,-2.43,-3.99,1.21,-8,-3,-8,-1,-5.61,-3.9,-1.18,-2.4,-3,,-2.58,-5,-6.52,-5.28,-9.9,-2.7,-9.66,-9,-10.29,-4.76,-9,-4.72,-4,-4,-5,-5,2.5397478721,13,3,12,-10
Atlanta,New Orleans,9.5,11.46,13.51,11,2.37,10.61,13.26,9,13,11.59,9.21,10.81,7.2,7.43,9.23,12.98,7.38,9,15.81,10.4,17.01,7.25,9,9.5,13.89,7,10.67,13.45,10.55,7.6,9.5,,8.7,15,11.27,11.01,21.8,9.1,17.33,12,2,6.92,11,10.67,16,4,5,15,3.4997463042,21,24,12,3
Carolina,Tampa Bay,-2.5,3.27,-1.86,1,2.11,0.95,2.86,1,-1,1.26,1.35,-0.43,-3.3,0.87,-0.01,2.55,1.23,-2,3.48,3.43,2.01,7.43,1,-1.5,3.65,2,2.14,4.23,0.66,0.8,-1.5,,2.8,-2,2.51,1.68,9,-0.6,1.55,3,1.58,3.13,-1,1.26,-3,-6,2,0.25,2.1361178799,14,21,12,7
Cincinnati,Cleveland,6,3.08,2.84,3,1.55,3.79,2.77,6,3,5.11,3.81,3.16,-0.2,4.5,4.37,5.48,3.75,6,2.39,3.42,3.01,11,7,5.5,3.43,4,2.57,3.6,5.75,3.4,4.5,,2.99,2,2.28,4.6,12.4,6.1,3.37,2.4,1.8,3.18,2,3.42,5,5,3,7,2.0183262938,48,58,12,10
Dallas,Chicago,3.5,1.26,-0.15,1,1.48,-0.52,3.03,0.25,-4,-4.01,-1,-3.2,-6.3,-0.87,-1.27,-0.88,-0.62,1,-2.45,2.55,1.11,-5.38,0.25,2.5,0.03,4,3.2,-1.6,-1.81,-0.4,3,,2.68,2,-0.97,0.11,-1.1,-3,1.33,-2.1,2.41,0.97,-5,-0.15,-1,-14,2,-2,2.0482407873,7,21,12,14
Denver,Oakland,11,10.18,22.64,11,11.07,12.07,11.69,14,10,12.27,10.58,11.62,14.1,5.13,14.58,12.15,10.64,11,14.8,8.17,15.01,8.36,15,11,14.98,9,8.61,11.93,14.47,7.5,11,,7.8,24,10.4,12.2,20.6,10.7,14.94,14.5,8.22,11.11,9,11.62,18,-2,10,17,4.0837833799,25,24,12,-1
Detroit,Indianapolis,-9.5,-4.14,-14.18,-8,-5.1,-7.85,-5.86,-11,-17,-9.3,-7.07,-6.64,-11.8,-3.11,-5.91,-7.01,-3.69,-9,-11.24,-2.13,-9.99,-18.94,-14,-9.5,-8.31,-5,-2.08,-8.22,-9.37,-3.6,-7.5,,-1.67,-11,-6.6,-8.1,-22.1,-11.3,-8.99,-12.4,-4.81,-7.43,-11,-8.1,-11,-5,-5,-12,4.4946876237,41,9,12,-32
Green Bay,St. Louis,6,8.47,11.17,7,8.74,7.62,9.18,7,14,6.86,6.04,5.57,2.6,4.64,7.23,10.18,5.98,8,12.25,4.69,13.01,10.22,9,6,11.05,2,6.42,10.77,8.71,4.9,5.5,,5.59,7,7.28,7.78,13.4,8.8,6.79,10.9,10.35,4.19,9,7.23,11,6,5,12,2.6620875987,17,45,12,28
Houston,Tennessee,-1,3.31,-0.31,2,2.03,1.76,2.77,0.25,-2,2.87,0.48,2.88,-0.1,3.98,2.06,2.45,2.37,1,3.39,3.59,9.01,3.32,-2,-0.5,2.83,4,2.99,3.64,0.4,1.5,-1,,3.53,5,2.23,1.97,-4,1.7,2.85,1.9,3.35,2.28,-2,2.06,1,-7,-3,0.25,1.9128929862,21,31,12,10
Kansas City,San Diego,2.5,-3.56,-3.42,-4,2.49,-2.05,-4.1,2,0.25,0.66,0.74,-5.29,-7.5,2.4,-2.67,-3.33,-1.3,1,-3.48,-2.18,-9.99,5.77,0.25,1.5,-2.19,3,-3.17,-4.55,-0.84,-2.4,2.5,,-1.03,4,-3.74,-1.8,-12.3,-3.3,-10.52,-2,-6.48,1.76,3,-2,-1,-19,2,0.25,3.5188161843,34,31,12,-3
Minnesota,Jacksonville,6,2.66,5.4,2,8.54,4.29,4.09,8,1,6.48,4.11,4.61,5.6,5.16,5.67,4.22,5.01,4,1.69,1.73,6.11,-1.17,4,6,3.58,4,2.26,3.06,2.52,0.4,6,,2.89,9,2.76,2.85,-10.2,2.9,1.42,2.4,1.26,4.72,2,4,7,5,3,10,3.2249168531,16,27,12,11
N.Y. Giants,Philadelphia,-7,-7.67,-11.4,-6,-6.38,-6.31,-7.18,-8,-9,-6.25,-6.38,-6.38,-9.8,-9.52,-2.59,-6.62,-0.98,-6,-7.77,-4.45,-10.99,-10.93,-7,-7,-5.09,-3,-8.94,-6.72,-7.31,-4.2,-7,,-3.21,-8,-6.89,-7.94,-19,-8.1,-13.02,-6.7,-2,-2.63,-8,-6.7,-2,3,-3,-6,3.3384388706,27,6,12,-21
New England,Baltimore,7,5.22,6.03,5,7.27,5.55,4.81,7,7,7.02,6.87,4.02,1.7,7.71,3.77,4.79,3.75,5,5.68,7.03,5.91,8.65,9,7,5.6,7,7.79,3.12,8.08,4.5,7,,5.28,4,4.25,6.19,34.9,4.9,9.37,5,9.19,5.82,6,5.68,7,-5,5,8,5.3696565994,3,24,12,21
Pittsburgh,Washington,11,13.37,24.16,12,10,14.39,18.13,11,18,11.29,13.72,13.95,13.2,10.93,14.26,17.3,9.41,13,16.44,13.55,12.01,17.66,16,11,17.9,12,18.52,11.11,16.28,11.1,10.5,,12.48,11,14.7,17.22,32.3,17.5,25.81,16.2,2,11.23,17,13.72,17,16,9,14,4.9477860396,7,16,12,9
San Francisco,Miami,1,-2.87,4.78,-1,2.88,-1.62,-5.43,-3,-2,-2.26,-1.39,-1.62,-4.6,0.8,1.52,-5.33,1.51,1,-6.48,1.89,-4.09,-4.91,-4,1,-4.75,2,0.29,-5.12,0.44,-2.2,0,,0.63,3,-4.37,-3.03,0.9,-2.6,-1.49,-7,-1.07,1.68,-2,-1.62,-7,1,-1,-4,2.9132975857,24,17,12,-7
Seattle,Buffalo,5,2.17,13.44,3,6.19,3.31,-0.86,6,4,5.66,3.86,2.34,3,4.08,6.9,-1.2,5.43,5,1.21,3.24,7.91,9.03,5,5,2.13,5,0.65,3.57,6.87,0.4,5.5,,1.91,3,-0.54,3.3,2.6,0.4,2.73,-0.2,-2.34,7.51,7,3.57,4,-18,6,6,2.9787082473,38,9,12,-29
Baltimore,Cincinnati,6.5,9.88,9.39,7,7.67,7.62,8.62,7,9.5,8.98,9.84,6.8,6.6,7.77,7.32,7.47,5.62,5,9.05,5.78,13.21,14.48,7,6.5,9.79,6,8.4,11.71,8.31,6.1,6,5.31,6.4,5,7.72,8.24,4.7,4.1,7.13,8.8,10.14,7.14,10,7.4,8,6,7,6,1.7589527489,27,26,13,-1
Chicago,Minnesota,-7,-4.18,-13.03,-5,-2.11,-3.83,-5.79,-5,-2.5,-2.62,-1.91,-3.47,-8.1,-1.09,-3.07,-3.03,-0.34,-6,-3.97,-0.58,-13.59,-13.78,-5,-6,-3.8,-1,-2.95,-5.52,0.93,-1.7,-7,-4.74,-1.68,-7,-3.59,-2.9,-1,-3.9,-3.77,-5,-5.5,-2.14,-2,-3.68,-5,2,-1,-5,2.5130638219,14,24,13,10
Cleveland,New England,-10,-8.81,-19.45,-12,-5.59,-9.35,-9.4,-12,-9.5,-6.34,-9.67,-11.2,-10.3,-6.19,-7.69,-9.75,-4.33,-9,-9.38,-1.09,-7.79,-6.11,-13,-10,-8.35,-7,-10.53,-7.72,-11.83,-6.9,-8,-13.1,-4.7,-13,-8.96,-10.54,-41,-11.5,-9.27,-9.4,-2,-7.72,-12,-9.39,-14,-8,-4,-13,6.4261573654,42,15,13,-27
Detroit,Arizona,6,5.87,-1.25,3,0.81,3.52,3.98,3,2,4.94,4.91,1.46,-2.1,4.9,2.06,4.95,2.49,2,4.78,5.47,5.61,2.84,2,6,7.74,6,6.74,5,2.48,2.1,4,3.88,5.49,5,4.92,4.73,4.7,0.1,3.66,5,8.47,2.65,2,3.93,1,1,4,3,1.9875219172,12,26,13,14
Indianapolis,Tennessee,11,12.13,18.13,14,11.87,13.18,14.31,16,16,12.6,10.92,13.84,15,5.55,13.07,14.92,10.83,11,16.84,6.7,19.21,10.78,18,11,16.63,12,9.47,16.98,11.26,7.1,10,19.74,8.76,15,12.43,13.31,19.7,13.2,12.1,17.8,10.92,10.61,12,12.84,19,8,8,18,3.5707915471,24,51,13,27
Jacksonville,Pittsburgh,-3,-3.96,-10.63,-5,-1.45,-5.33,-7.29,-4,-0.5,-3.33,-3.82,-6.86,-10.3,-1.47,-6.06,-8.53,-1.89,-5,-4.64,-0.74,-2.59,-2.33,-6,-3,-5.21,-5,-9,-2.03,-5.12,-4.3,-3,-6.18,-3.45,-5,-6.68,-5.2,-6.6,-11.7,-4.51,-4.8,-13.6,-2.2,-6,-5,-9,-14,0.25,-7,2.6333831866,17,16,13,-1
Miami,Buffalo,-3.5,-4.5,-6.68,-5,-0.51,-4.06,-5.9,-3,-4,-5.46,-1.26,-4.47,-5.8,-4.47,-4.59,-6.05,-1.03,-5,-5.92,-0.4,-1.79,-4.33,-6,-3.5,-4.92,-2,-5.59,-4.02,-2.12,-3.8,-3,-7.62,-2.39,-8,-5.6,-4.43,-8.3,-7.9,-4.23,-6.6,-10.49,0.83,0.25,-4.47,-4,-7,1,-3,2.3098864018,42,32,13,-10
N.Y. Jets,Houston,6.5,7.94,14.59,8,3.81,7.44,8.18,7,8.5,8.23,8.7,5.33,8.5,5.87,10.09,8.26,6.86,4,8.29,4.76,3.61,11.25,12,6.5,9.4,6,7.94,7.96,7.37,5.2,6.5,7.68,6.02,4,7.18,7.23,5.3,4.8,7.69,8.7,7.64,7.24,12,7.69,9,4,10,8,2.2500103535,7,29,13,22
New Orleans,Carolina,1.5,-0.33,-6.84,-1,-4.29,-2.08,0.69,-1,3.5,-3.32,-0.55,-1.14,-6.5,-0.32,-0.49,-0.86,0.46,1,-5.69,2.06,-6.19,-8.37,-2,1,-2.43,2,2.08,-3.58,-1.49,0.25,2,-3.6,1.65,-3,-2.11,-0.68,-2.8,-2.7,0.26,-4.6,-2.7,0.99,-5,-1.07,-4,-17,0.25,-4,2.2640435886,32,21,13,-11
Oakland,Kansas City,0,1.45,-5.17,0.25,-0.82,-0.87,3.07,-3,-7,-0.04,-0.11,-0.1,-7.2,4.67,-3.23,0.2,-1.29,1,-3.03,4.13,3.41,-3.18,-6,0,-2.29,-2,4.24,-1.18,-2.15,2.8,1.5,-5.39,2.83,-6,-1.13,1.62,2.9,0.6,1.39,-5.3,6.79,-3.94,0.25,-0.91,-4,6,-1,-6,3.252153395,34,27,13,-7
Philadelphia,Green Bay,6.5,11.7,2.48,12,6.01,7.95,12.02,8,7,5.97,9.16,9.8,10.2,6.39,8.29,10.35,7.36,5,10.07,7.51,9.41,9.14,7,6.5,12.45,7,13.98,9.55,5.31,5.3,6,5.46,9.02,4,10.9,9.28,9.5,2.6,9.05,10.8,2,5.23,8,8,5,6,6,8,2.8713434257,17,47,13,30
San Diego,Denver,3,5.98,13.93,4,3.35,5.24,5.19,4,7.5,6.48,3.93,5.15,3.3,5.05,4.12,7.87,3.74,5,6.38,4.76,9.81,10.9,7,3.5,7.19,2,5.31,7.1,4.2,4.6,2.5,8.7,4.53,-6,5.4,6.77,13.7,5.9,5.01,6.1,5.86,3.16,2,5.01,5,13,4,5,3.2626866021,17,20,13,3
Seattle,Dallas,7,3.37,13.41,5,8.5,6.15,-0.35,8,12.5,7.94,7.07,5.52,8.5,1.99,10.72,1.6,7.91,6,6.26,0.31,10.41,8.13,9,7,4.37,7,-0.54,7.77,10.43,1.8,7,7.52,1.65,12,2.04,6.11,7.2,2.4,4.94,5.4,-3.23,8.88,11,7,7,2,7,8,3.7393647674,43,39,13,-4
St. Louis,San Francisco,10,10.21,15.25,13,11.65,9.67,13.9,11,9.5,11.31,9.09,8.36,5.9,11.36,6.93,11.44,5.6,8,10.68,7.76,6.61,17.75,10,10,11.82,12,11.88,7.95,12.6,7.4,10.5,9.01,8.63,14,8.98,13.52,14.7,10.9,10.01,10,2,9.45,6,10.11,11,-7,7,13,2.3573888113,6,16,13,10
Tampa Bay,Atlanta,1.5,-3.53,-6.54,-3,0.6,-0.84,-6.1,3,-2.5,-0.15,1.72,-1.82,0.9,-3.91,1.93,-0.44,2.36,1,-0.6,-2.1,-4.79,5.91,4,1.5,-1.01,-1,-6.36,-0.93,-2.66,-3.7,1,1.57,-2.47,-6,-2.66,-3.25,-19.3,-2.5,-4.43,0.4,-10.38,1.51,3,-0.77,3,2,5,3,4.1661018632,0,27,13,27
Washington,N.Y. Giants,2.5,-0.27,-5.96,-2,-2.41,-0.25,-1.15,3,-3.5,-5.63,0.35,-1.14,-3.9,-4.44,-2.88,2.66,0.01,1,0.09,1.32,-0.79,-18.35,2,1.5,-1.44,1,-0.63,0.05,-2.26,0.2,2.5,1,0.26,7,-0.79,-1.26,-3.9,3.7,-1.44,-1.5,0.1,-1.07,0.25,-0.13,1,-1,3,0.25,2.6570748541,7,31,13,24
Arizona,San Francisco,7,12.48,11.05,9,6.4,7.98,14.23,7,12.5,14.62,4.95,7.08,6.5,13.54,6.48,9.96,5.32,8,11.58,7.45,9.63,24.7,6,7,11.05,4,12.85,12.1,8.94,7.3,4,8.26,7.55,6,9.38,11.45,4.8,6.5,8.35,11,11.89,5.66,1,7.77,9,-7,5,7,2.9841739124,31,28,14,-3
Atlanta,Oakland,7.5,6.22,14.03,7,1.22,6.48,7.14,7,13.5,8.66,5.4,7.97,6.3,8.34,7.87,5.32,6.27,9,3.62,5.95,-0.27,-1.3,7,7.5,6.36,7,8.95,3.23,12.01,5.6,7,4.47,5.53,13,5.06,6.65,22.8,6.5,6.44,3.3,5.17,8.62,1,6.47,9,1,5,9,3.9059516795,10,35,14,25
Baltimore,N.Y. Giants,10,11.55,8.36,7,9.05,9.66,9.11,9,13,8.88,10.4,8.79,6.4,7.25,8.1,12.11,5.61,9,13.29,6.06,19.37,6.15,12,10,10.35,6,10.04,13.47,8.98,7,9.5,11.1,7.18,10,10.06,9.92,12.2,11.5,7.86,11.7,11.48,8.61,12,9.08,9,12,10,8,2.0713086461,14,37,14,23
Buffalo,Cleveland,11.5,6.04,13.17,7,6.63,8.62,5.08,11,5,10.9,8.77,10.02,4.6,6.56,9.84,11.12,7.41,11,8.46,4.32,2.63,12.92,15,11,7.23,8,3.7,8.56,10.75,5.5,10.5,15.85,3.5,14,5.93,8.38,17.7,10.7,7.21,7.5,4.07,6.1,7,8.19,14,14,8,11,3.5437351892,7,37,14,30
Carolina,St. Louis,7,6.72,7.61,5,5.3,6.21,5.04,6,4.5,9.36,4.58,5.74,5,5.95,5.67,8.77,4.77,4,10.09,3.11,9.9,10.2,7,7,8,0.25,3.96,9.97,5.99,3.4,6.5,12.12,3.75,-1,5.95,5.11,10.7,7.1,5.4,9.2,3.52,3.94,6,5.95,10,12,7,7,2.7227367582,7,20,14,13
Dallas,New Orleans,7,9.86,6.08,7,4.63,5.69,9.31,5,-1.5,6.7,4.47,3.48,-1.3,6.92,2.67,7.71,2.99,6,4.76,6.24,0.53,3.49,4,7,9.58,4,10.89,9.02,2.9,5.3,6,3.51,6.92,11,7.29,5.38,0.4,4.6,4.98,7,7.43,1.25,2,5.34,7,12,4,7,2.9071020989,27,13,14,-14
Denver,Miami,11,13.54,19.22,10,10.34,10.77,12.21,10,11.5,10.95,8.69,10.24,9.8,9.25,12.66,10.58,8.6,11,14.24,8.05,15.63,9.78,8,11,12.95,11,14.45,13.77,9.71,7.6,10.5,9.86,9.06,20,10.39,12.13,14.6,7.6,10.5,12.8,2,7.35,10,10.44,11,-4,8,13,2.9487248143,17,20,14,3
Green Bay,Detroit,9.5,6.37,7.07,7,8.19,8.04,4.57,11,13.5,5.85,8.51,6.31,2,2.49,7.99,8.55,6.06,8,9.85,4.61,11.37,1.18,13,9.5,8.24,7,5.54,7.21,12.1,4.3,9,11.29,4.84,18,5.24,7.62,15,11.3,6.72,8.3,7.05,9.21,12,8,14,-1,9,12,3.3663826294,13,16,14,3
Houston,Indianapolis,-11,-7.15,-11.94,-10,-6.28,-9.34,-7.73,-14,-13,-5.41,-7.58,-9.63,-16,2.27,-8.22,-8.79,-5.86,-9,-9.99,-0.92,-8.63,-4.38,-17,-11,-10.65,-7,-3.55,-13.16,-9.41,-2.4,-10,-15.88,-2.02,-17,-8.52,-7.71,-15.4,-9,-7.28,-13.7,-4.47,-5.07,-12,-8.71,-15,-22,-7,-16,4.6219297139,23,14,14,-9
Jacksonville,Chicago,7,7.73,7.04,4,4.54,5.52,6.73,5,9.5,6.62,5.22,2.24,-0.5,6.1,3.91,5.03,3.29,5,10.92,5.38,12.63,6.08,6,7,7.95,5,6.83,8.64,4.66,4,6.5,5.64,5.43,8,5.11,7.05,9.1,1.6,5.58,7.9,8.22,5.94,4,5.41,4,-1,8,3,1.8485862227,3,22,14,19
Minnesota,Seattle,6.5,9.9,3.46,7,8.39,6.69,9.11,6,4,8.92,5.51,5.8,1.7,9.35,3.35,9.12,3.4,6,6.72,6.18,11.73,2.08,3,6.5,10.16,1,11.11,8.96,5.81,5.8,5.5,7.87,6.9,13,8.06,7.35,-3,6.7,5.75,8.6,8.95,4.23,2,6.71,7,5,5,7,3.1224939345,27,23,14,-4
New England,Cincinnati,11,14.57,13.34,14,11.39,12.82,12.48,13,14,14.61,14.74,13.14,10.4,11.14,11.73,12.44,9.27,11,15.33,7.28,14.63,17.54,16,11,14.02,11,15.97,13.78,12.55,7.9,10.5,14.85,9.28,20,12.43,14.13,32.3,10.2,11.65,14.5,2,12.17,17,12.78,16,7,11,16,4.2111221333,28,35,14,7
Pittsburgh,N.Y. Jets,5.5,7.68,11.22,6,3.87,6.25,8.85,6,4,7.73,5.02,3.27,0.7,9.58,3.31,6.09,2.86,6,4.84,6.4,5.37,4.14,4,5.5,8.06,8,13.79,5.35,7.93,6.5,4,4.78,7.02,14,5.76,6.53,8.7,7.1,5.04,5.2,12.25,6.18,5,6,5,4,5,5,2.6534723177,6,17,14,11
San Diego,Tampa Bay,5.5,13.56,16.35,10,5.4,8.23,12.77,3,11,13.59,6.11,6.99,3.2,11.87,6.44,8.26,5.35,8,12.8,8.75,9.9,27.02,4,5.5,13.11,5,12.82,14.56,6.68,8,5.5,7.45,8.67,12,10.26,11.9,14.9,5.7,9.12,12.2,12.75,3.86,3,8,3,-1,6,5,3.6072233666,24,31,14,7
Tennessee,Kansas City,1,1.31,-3.65,-0.25,1,-0.14,1.46,-1,2,3,1.11,-2.13,-3.3,5.69,-1.91,0.08,-0.53,1,-2.2,3.39,-1.63,-2.3,-2,1,0.22,-2,4.14,-1.49,3.25,1.4,2,-3.16,2.55,-7,0.08,1.21,2.3,0.01,-0.29,-3,0.99,-0.5,-3,-0.12,-4,4,4,-3,2.5441095439,49,38,14,-11
Washington,Philadelphia,-9.5,-12.71,-13.39,-10,-9.05,-9.97,-11.87,-10,-17,-6.94,-9.52,-13.38,-15.7,-6.08,-9.25,-9.27,-4.6,-11,-10.36,-4.12,-15.73,-10.82,-12,-9.5,-11.01,-7,-13.71,-11.81,-12.05,-5.1,-9.5,-11.59,-5.69,-11,-10.46,-11.64,-23,-9.9,-7.92,-11.8,-12.05,-6.13,-13,-10.41,-11,-8,-4,-13,3.738555263,17,14,14,-3
Arizona,St. Louis,-2.5,1.63,3.07,0.25,1.34,0.36,2.84,-2,5,8.04,-1.36,0.24,0.4,7.1,2.49,-0.12,2.94,-1,2.68,1.9,3.01,17.64,-2,-2,,-4,-0.06,3.73,0.96,-2,-1,0.28,1.25,-2,1.24,1.28,-12,-5.6,2.35,,-3.49,-1.32,-6,0.27,-1,-2,0.25,-3,3.7011623283,7,31,15,24
Atlanta,Carolina,3.5,4.91,1.96,5,-0.66,3.24,4.86,2,9,5.74,3.18,3.75,-2.5,7.48,3.67,2.3,3.38,5,2.6,5.55,1.51,0.27,2,3.5,,5,7.45,2.44,3.11,5.4,4,1.07,5.55,9,3.75,5.62,7.4,-0.5,4.27,,6.37,3.63,0.25,3.5,4,-4,2,2,2.3850805987,31,34,15,3
Chicago,Houston,1,0.67,-0.14,0.25,1.87,1.29,1.99,2,-0.5,3.9,2.45,0.77,0.8,3.08,2.46,0.44,3.15,1,-4.6,2.57,-0.49,0.03,1,1,,3,1.19,0.01,3.93,-1.5,1,0.91,1.41,2,0.44,0.65,-3.3,-0.04,2.12,,-4.02,2.13,3,1.1,1,-3,5,3,1.5533597303,24,5,15,-19
